Complexity metrics,Wed, 17 Apr 2019 18:56:46 EDT,
"org.apache.commons.codec.digest.HmacUtils.hmacSha384(byte[],byte[])",1,1,1
"org.apache.commons.codec.digest.HmacUtils.hmacSha384Hex(String,String)",1,1,1
"org.apache.commons.codec.digest.HmacUtils.hmacSha384Hex(byte[],InputStream)",1,1,1
"org.apache.commons.codec.digest.HmacUtils.hmacSha384Hex(byte[],byte[])",1,1,1
"org.apache.commons.codec.digest.HmacUtils.hmacSha512(String,String)",1,1,1
"org.apache.commons.codec.digest.HmacUtils.hmacSha512(byte[],InputStream)",1,1,1
"org.apache.commons.codec.digest.HmacUtils.hmacSha512(byte[],byte[])",1,1,1
"org.apache.commons.codec.digest.HmacUtils.hmacSha512Hex(String,String)",1,1,1
"org.apache.commons.codec.digest.HmacUtils.hmacSha512Hex(byte[],InputStream)",1,1,1
"org.apache.commons.codec.digest.HmacUtils.hmacSha512Hex(byte[],byte[])",1,1,1
org.apache.commons.codec.digest.HmacUtils.isAvailable(HmacAlgorithms),1,1,2
org.apache.commons.codec.digest.HmacUtils.isAvailable(String),1,1,2
"org.apache.commons.codec.digest.HmacUtils.updateHmac(Mac,InputStream)",1,2,2
"org.apache.commons.codec.digest.HmacUtils.updateHmac(Mac,String)",1,1,1
"org.apache.commons.codec.digest.HmacUtils.updateHmac(Mac,byte[])",1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testEmptyKey(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testGetHMac(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testHmacMd5Hex(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testHmacSha1Hex(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testHmacSha1UpdateWithByteArray(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testHmacSha1UpdateWithInpustream(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testHmacSha1UpdateWithString(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testInitializedMac(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testInitializedMacNullAlgo(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testInitializedMacNullKey(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testInternalNoSuchAlgorithmException(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testMd5HMac(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testMd5HMacFail(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testNullKey(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testSecretKeySpecAllowsEmtyKeys(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testSha1HMac(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testSha1HMacFail(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testSha256HMac(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testSha256HMacFail(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testSha384HMac(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testSha384HMacFail(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testSha512HMac(),1,1,1
org.apache.commons.codec.digest.HmacUtilsTest.testSha512HMacFail(),1,1,1
org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String),1,1,1
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String,String)",1,1,1
org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[]),1,1,1
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],Random)",1,1,1
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],String)",1,2,3
org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[]),1,1,1
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],Random)",1,1,1
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String)",1,1,1
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String,String)",1,1,1
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String,String,Random)",3,10,12
org.apache.commons.codec.digest.Md5CryptTest.testCtor(),1,1,1
org.apache.commons.codec.digest.Md5CryptTest.testMd5CryptBytes(),1,1,1
org.apache.commons.codec.digest.Md5CryptTest.testMd5CryptExplicitCall(),1,1,1
org.apache.commons.codec.digest.Md5CryptTest.testMd5CryptExplicitCallWithThreadLocalRandom(),1,1,1
org.apache.commons.codec.digest.Md5CryptTest.testMd5CryptLongInput(),1,1,1
org.apache.commons.codec.digest.Md5CryptTest.testMd5CryptNullData(),1,1,1
org.apache.commons.codec.digest.Md5CryptTest.testMd5CryptStrings(),1,1,1
org.apache.commons.codec.digest.Md5CryptTest.testMd5CryptWithEmptySalt(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithms.MessageDigestAlgorithms(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithms.values(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.MessageDigestAlgorithmsTest(String),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.checkValues(),1,8,8
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.contains(String),3,2,3
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.data(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.digestTestData(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.getTestData(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.getTestFile(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.setUp(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.tearDown(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.testAlgorithm(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.testDigestByteArray(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.testDigestByteBuffer(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.testDigestFile(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.testDigestInputStream(),1,1,1
org.apache.commons.codec.digest.MessageDigestAlgorithmsTest.testGetMessageDigest(),1,1,1
org.apache.commons.codec.digest.PureJavaCrc32.PureJavaCrc32(),1,1,1
org.apache.commons.codec.digest.PureJavaCrc32._reset(),1,1,1
org.apache.commons.codec.digest.PureJavaCrc32.getValue(),1,1,1
org.apache.commons.codec.digest.PureJavaCrc32.reset(),1,1,1
"org.apache.commons.codec.digest.PureJavaCrc32.update(byte[],int,int)",2,2,10
org.apache.commons.codec.digest.PureJavaCrc32.update(int),1,1,1
org.apache.commons.codec.digest.PureJavaCrc32C.PureJavaCrc32C(),1,1,1
org.apache.commons.codec.digest.PureJavaCrc32C.getValue(),1,1,1
org.apache.commons.codec.digest.PureJavaCrc32C.reset(),1,1,1
"org.apache.commons.codec.digest.PureJavaCrc32C.update(byte[],int,int)",2,2,10
org.apache.commons.codec.digest.PureJavaCrc32C.update(int),1,1,1
org.apache.commons.codec.digest.PureJavaCrc32CTest.check(int),1,1,1
org.apache.commons.codec.digest.PureJavaCrc32CTest.testDecreasing(),1,1,2
org.apache.commons.codec.digest.PureJavaCrc32CTest.testIncreasing(),1,1,2
org.apache.commons.codec.digest.PureJavaCrc32CTest.testOnes(),1,1,2
org.apache.commons.codec.digest.PureJavaCrc32CTest.testZeros(),1,1,2
"org.apache.commons.codec.digest.PureJavaCrc32Test.PerformanceTest.BenchResult.BenchResult(long,double)",1,1,1
"org.apache.commons.codec.digest.PureJavaCrc32Test.PerformanceTest.doBench(Class<? extends Checksum>,int,byte[],int)",3,7,7
"org.apache.commons.codec.digest.PureJavaCrc32Test.PerformanceTest.doBench(List<Class<? extends Checksum>>,PrintStream)",1,3,3
"org.apache.commons.codec.digest.PureJavaCrc32Test.PerformanceTest.doBench(List<Class<? extends Checksum>>,byte[],int,PrintStream)",6,8,9
org.apache.commons.codec.digest.PureJavaCrc32Test.PerformanceTest.main(String[]),1,1,1
"org.apache.commons.codec.digest.PureJavaCrc32Test.PerformanceTest.printCell(String,int,PrintStream)",1,2,2
org.apache.commons.codec.digest.PureJavaCrc32Test.PerformanceTest.printSystemProperties(PrintStream),1,2,2
"org.apache.commons.codec.digest.PureJavaCrc32Test.Table.Table(int,int,long)",1,1,7
org.apache.commons.codec.digest.PureJavaCrc32Test.Table.main(String[]),1,2,2
org.apache.commons.codec.digest.PureJavaCrc32Test.Table.toString(),1,3,3
org.apache.commons.codec.digest.PureJavaCrc32Test.Table.toStrings(String),1,4,4
"org.apache.commons.codec.digest.PureJavaCrc32Test.checkOnBytes(byte[],boolean)",1,5,5
org.apache.commons.codec.digest.PureJavaCrc32Test.checkSame(),1,1,1
org.apache.commons.codec.digest.PureJavaCrc32Test.testCorrectness(),1,2,2
org.apache.commons.codec.digest.Sha256CryptTest.testSha256CryptBytes(),1,1,1
org.apache.commons.codec.digest.Sha256CryptTest.testSha256CryptExplicitCall(),1,1,1
org.apache.commons.codec.digest.Sha256CryptTest.testSha256CryptNullData(),1,1,1
org.apache.commons.codec.digest.Sha256CryptTest.testSha256CryptStrings(),1,1,1
org.apache.commons.codec.digest.Sha256CryptTest.testSha256CryptWithEmptySalt(),1,1,1
org.apache.commons.codec.digest.Sha256CryptTest.testSha256LargetThanBlocksize(),1,1,1
org.apache.commons.codec.digest.Sha256CryptTest.testSha2CryptRounds(),1,1,1
org.apache.commons.codec.digest.Sha256CryptTest.testSha2CryptRoundsThreadLocalRandom(),1,1,1
org.apache.commons.codec.digest.Sha2Crypt.sha256Crypt(byte[]),1,1,1
"org.apache.commons.codec.digest.Sha2Crypt.sha256Crypt(byte[],String)",1,2,2
"org.apache.commons.codec.digest.Sha2Crypt.sha256Crypt(byte[],String,Random)",1,2,2
"org.apache.commons.codec.digest.Sha2Crypt.sha2Crypt(byte[],String,String,int,String)",3,16,18
org.apache.commons.codec.digest.Sha2Crypt.sha512Crypt(byte[]),1,1,1
"org.apache.commons.codec.digest.Sha2Crypt.sha512Crypt(byte[],String)",1,2,2
"org.apache.commons.codec.digest.Sha2Crypt.sha512Crypt(byte[],String,Random)",1,2,2
org.apache.commons.codec.digest.Sha2CryptTest.testCtor(),1,1,1
org.apache.commons.codec.digest.Sha512CryptTest.testSha256LargetThanBlocksize(),1,1,1
org.apache.commons.codec.digest.Sha512CryptTest.testSha2CryptRounds(),1,1,1
org.apache.commons.codec.digest.Sha512CryptTest.testSha2CryptWrongSalt(),1,1,1
org.apache.commons.codec.digest.Sha512CryptTest.testSha512CryptBytes(),1,1,1
org.apache.commons.codec.digest.Sha512CryptTest.testSha512CryptExplicitCall(),1,1,1
org.apache.commons.codec.digest.Sha512CryptTest.testSha512CryptExplicitCallThreadLocalRandom(),1,1,1
org.apache.commons.codec.digest.Sha512CryptTest.testSha512CryptNullData(),1,1,1
org.apache.commons.codec.digest.Sha512CryptTest.testSha512CryptNullSalt(),1,1,1
org.apache.commons.codec.digest.Sha512CryptTest.testSha512CryptStrings(),1,1,1
org.apache.commons.codec.digest.Sha512CryptTest.testSha512CryptWithEmptySalt(),1,1,1
"org.apache.commons.codec.digest.UnixCrypt.body(int[],int,int)",1,3,3
org.apache.commons.codec.digest.UnixCrypt.byteToUnsigned(byte),1,1,2
org.apache.commons.codec.digest.UnixCrypt.crypt(String),1,1,1
"org.apache.commons.codec.digest.UnixCrypt.crypt(String,String)",1,1,1
org.apache.commons.codec.digest.UnixCrypt.crypt(byte[]),1,1,1
"org.apache.commons.codec.digest.UnixCrypt.crypt(byte[],String)",3,4,10
"org.apache.commons.codec.digest.UnixCrypt.dEncrypt(int,int,int,int,int,int[])",1,1,1
org.apache.commons.codec.digest.UnixCrypt.desSetKey(byte[]),1,1,3
"org.apache.commons.codec.digest.UnixCrypt.fourBytesToInt(byte[],int)",1,1,1
"org.apache.commons.codec.digest.UnixCrypt.hPermOp(int,int,int)",1,1,1
"org.apache.commons.codec.digest.UnixCrypt.intToFourBytes(int,byte[],int)",1,1,1
"org.apache.commons.codec.digest.UnixCrypt.permOp(int,int,int,int,int[])",1,1,1
org.apache.commons.codec.digest.UnixCryptTest.testCtor(),1,1,1
org.apache.commons.codec.digest.UnixCryptTest.testUnicCryptInvalidSalt(),1,1,1
org.apache.commons.codec.digest.UnixCryptTest.testUnixCryptBytes(),1,1,1
org.apache.commons.codec.digest.UnixCryptTest.testUnixCryptExplicitCall(),1,1,1
org.apache.commons.codec.digest.UnixCryptTest.testUnixCryptNullData(),1,1,1
org.apache.commons.codec.digest.UnixCryptTest.testUnixCryptStrings(),1,1,1
org.apache.commons.codec.digest.UnixCryptTest.testUnixCryptWithEmptySalt(),1,1,1
org.apache.commons.codec.digest.UnixCryptTest.testUnixCryptWithHalfSalt(),1,1,1
org.apache.commons.codec.digest.UnixCryptTest.testUnixCryptWithoutSalt(),1,1,1
org.apache.commons.codec.digest.XXHash32.XXHash32(),1,1,1
org.apache.commons.codec.digest.XXHash32.XXHash32(int),1,1,1
"org.apache.commons.codec.digest.XXHash32.fromLittleEndian(byte[],int,int)",2,1,3
"org.apache.commons.codec.digest.XXHash32.getInt(byte[],int)",1,1,1
org.apache.commons.codec.digest.XXHash32.getValue(),1,4,4
org.apache.commons.codec.digest.XXHash32.initializeState(),1,1,1
"org.apache.commons.codec.digest.XXHash32.process(byte[],int)",1,1,1
org.apache.commons.codec.digest.XXHash32.reset(),1,1,1
"org.apache.commons.codec.digest.XXHash32.update(byte[],int,int)",3,5,6
org.apache.commons.codec.digest.XXHash32.update(int),1,1,1
"org.apache.commons.codec.digest.XXHash32Test.XXHash32Test(String,String)",2,1,3
"org.apache.commons.codec.digest.XXHash32Test.copy(InputStream,OutputStream,int)",1,2,2
org.apache.commons.codec.digest.XXHash32Test.factory(),1,1,1
org.apache.commons.codec.digest.XXHash32Test.toByteArray(InputStream),1,1,1
org.apache.commons.codec.digest.XXHash32Test.verifyChecksum(),1,1,1
org.apache.commons.codec.language.AbstractCaverphone.AbstractCaverphone(),1,1,1
org.apache.commons.codec.language.AbstractCaverphone.encode(Object),2,1,2
"org.apache.commons.codec.language.AbstractCaverphone.isEncodeEqual(String,String)",1,1,1
org.apache.commons.codec.language.Caverphone.Caverphone(),1,1,1
org.apache.commons.codec.language.Caverphone.caverphone(String),1,1,1
org.apache.commons.codec.language.Caverphone.encode(Object),2,1,2
org.apache.commons.codec.language.Caverphone.encode(String),1,1,1
"org.apache.commons.codec.language.Caverphone.isCaverphoneEqual(String,String)",1,1,1
org.apache.commons.codec.language.Caverphone1.encode(String),2,2,3
org.apache.commons.codec.language.Caverphone1Test.createStringEncoder(),1,1,1
org.apache.commons.codec.language.Caverphone1Test.testCaverphoneRevisitedCommonCodeAT1111(),1,1,1
org.apache.commons.codec.language.Caverphone1Test.testEndMb(),1,1,1
org.apache.commons.codec.language.Caverphone1Test.testIsCaverphoneEquals(),1,1,1
org.apache.commons.codec.language.Caverphone1Test.testSpecificationV1Examples(),1,1,1
org.apache.commons.codec.language.Caverphone1Test.testWikipediaExamples(),1,1,1
org.apache.commons.codec.language.Caverphone2.encode(String),2,2,3
org.apache.commons.codec.language.Caverphone2Test.createStringEncoder(),1,1,1
org.apache.commons.codec.language.Caverphone2Test.testCaverphoneRevisitedCommonCodeAT11111111(),1,1,1
org.apache.commons.codec.language.Caverphone2Test.testCaverphoneRevisitedExamples(),1,1,1
org.apache.commons.codec.language.Caverphone2Test.testCaverphoneRevisitedRandomNameKLN1111111(),1,1,1
org.apache.commons.codec.language.Caverphone2Test.testCaverphoneRevisitedRandomNameTN11111111(),1,1,1
org.apache.commons.codec.language.Caverphone2Test.testCaverphoneRevisitedRandomNameTTA1111111(),1,1,1
org.apache.commons.codec.language.Caverphone2Test.testCaverphoneRevisitedRandomWords(),1,1,1
org.apache.commons.codec.language.Caverphone2Test.testEndMb(),1,1,1
org.apache.commons.codec.language.Caverphone2Test.testIsCaverphoneEquals(),1,1,1
org.apache.commons.codec.language.Caverphone2Test.testSpecificationExamples(),1,1,1
org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.CologneBuffer(char[]),1,1,1
org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.CologneBuffer(int),1,1,1
org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.length(),1,1,1
org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.toString(),1,1,1
org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.CologneInputBuffer(char[]),1,1,1
org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.addLeft(char),1,1,1
"org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.copyData(int,int)",1,1,1
org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.getNextChar(),1,1,1
org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.getNextPos(),1,1,1
org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.removeNext(),1,1,1
org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.CologneOutputBuffer(int),1,1,1
org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.addRight(char),1,1,1
"org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.copyData(int,int)",1,1,1
"org.apache.commons.codec.language.ColognePhonetic.arrayContains(char[],char)",3,1,3
org.apache.commons.codec.language.ColognePhonetic.colognePhonetic(String),4,16,36
org.apache.commons.codec.language.ColognePhonetic.encode(Object),2,2,2
org.apache.commons.codec.language.ColognePhonetic.encode(String),1,1,1
"org.apache.commons.codec.language.ColognePhonetic.isEncodeEqual(String,String)",1,1,1
org.apache.commons.codec.language.ColognePhonetic.preprocess(String),2,2,6
"org.apache.commons.codec.language.ColognePhoneticTest.checkEncoding(String,String)",1,1,1
org.apache.commons.codec.language.ColognePhoneticTest.createStringEncoder(),1,1,1
org.apache.commons.codec.language.ColognePhoneticTest.finishTests(),1,3,3
org.apache.commons.codec.language.ColognePhoneticTest.hasTestCase(String),3,2,3
org.apache.commons.codec.language.ColognePhoneticTest.main(String[]),1,2,2
org.apache.commons.codec.language.ColognePhoneticTest.testAabjoe(),1,1,1
org.apache.commons.codec.language.ColognePhoneticTest.testAaclan(),1,1,1
org.apache.commons.codec.language.ColognePhoneticTest.testAychlmajrForCodec122(),1,1,1
org.apache.commons.codec.language.ColognePhoneticTest.testCanFail(),1,1,1
org.apache.commons.codec.language.ColognePhoneticTest.testEdgeCases(),1,1,1
org.apache.commons.codec.language.ColognePhoneticTest.testExamples(),1,1,1
org.apache.commons.codec.language.ColognePhoneticTest.testHyphen(),1,1,1
org.apache.commons.codec.language.ColognePhoneticTest.testIsEncodeEquals(),1,2,2
org.apache.commons.codec.language.ColognePhoneticTest.testSpecialCharsBetweenSameLetters(),1,1,1
org.apache.commons.codec.language.ColognePhoneticTest.testVariationsMella(),1,1,1
org.apache.commons.codec.language.ColognePhoneticTest.testVariationsMeyer(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundex.Branch.Branch(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundex.Branch.createBranch(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundex.Branch.equals(Object),3,1,3
org.apache.commons.codec.language.DaitchMokotoffSoundex.Branch.finish(),1,2,2
org.apache.commons.codec.language.DaitchMokotoffSoundex.Branch.hashCode(),1,1,1
"org.apache.commons.codec.language.DaitchMokotoffSoundex.Branch.processNextReplacement(String,boolean)",1,6,6
org.apache.commons.codec.language.DaitchMokotoffSoundex.Branch.toString(),1,2,2
org.apache.commons.codec.language.DaitchMokotoffSoundex.DaitchMokotoffSoundex(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundex.DaitchMokotoffSoundex(boolean),1,1,1
"org.apache.commons.codec.language.DaitchMokotoffSoundex.Rule.Rule(String,String,String,String)",1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundex.Rule.getPatternLength(),1,1,1
"org.apache.commons.codec.language.DaitchMokotoffSoundex.Rule.getReplacements(String,boolean)",3,2,4
org.apache.commons.codec.language.DaitchMokotoffSoundex.Rule.isVowel(char),1,1,5
org.apache.commons.codec.language.DaitchMokotoffSoundex.Rule.matches(String),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundex.Rule.toString(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundex.cleanup(String),3,4,5
org.apache.commons.codec.language.DaitchMokotoffSoundex.encode(Object),2,1,2
org.apache.commons.codec.language.DaitchMokotoffSoundex.encode(String),2,1,2
"org.apache.commons.codec.language.DaitchMokotoffSoundex.parseRules(Scanner,String,Map<Character, List<Rule>>,Map<Character, Character>)",9,8,14
org.apache.commons.codec.language.DaitchMokotoffSoundex.soundex(String),1,3,3
"org.apache.commons.codec.language.DaitchMokotoffSoundex.soundex(String,boolean)",10,12,19
org.apache.commons.codec.language.DaitchMokotoffSoundex.stripQuotes(String),1,3,3
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.createStringEncoder(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.encode(String),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.soundex(String),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.testAccentedCharacterFolding(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.testAdjacentCodes(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.testEncodeBasic(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.testEncodeIgnoreApostrophes(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.testEncodeIgnoreHyphens(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.testEncodeIgnoreTrimmable(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.testSoundexBasic(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.testSoundexBasic2(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.testSoundexBasic3(),1,1,1
org.apache.commons.codec.language.DaitchMokotoffSoundexTest.testSpecialRomanianCharacters(),1,1,1
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphone(),1,1,1
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.DoubleMetaphoneResult(int),1,1,1
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(String),1,1,1
"org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(String,String)",1,1,1
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(char),1,1,1
"org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.append(char,char)",1,1,1
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.appendAlternate(String),1,2,2
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.appendAlternate(char),1,2,2
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.appendPrimary(String),1,2,2
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.appendPrimary(char),1,2,2
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.getAlternate(),1,1,1
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.getPrimary(),1,1,1
org.apache.commons.codec.language.DoubleMetaphone.DoubleMetaphoneResult.isComplete(),1,2,2
"org.apache.commons.codec.language.DoubleMetaphone.charAt(String,int)",2,2,3
org.apache.commons.codec.language.DoubleMetaphone.cleanInput(String),3,1,3
"org.apache.commons.codec.language.DoubleMetaphone.conditionC0(String,int)",5,6,7
"org.apache.commons.codec.language.DoubleMetaphone.conditionCH0(String,int)",4,4,5
"org.apache.commons.codec.language.DoubleMetaphone.conditionCH1(String,int)",1,8,8
"org.apache.commons.codec.language.DoubleMetaphone.conditionL0(String,int)",3,5,6
"org.apache.commons.codec.language.DoubleMetaphone.conditionM0(String,int)",2,3,4
"org.apache.commons.codec.language.DoubleMetaphone.contains(String,int,int,String...)",4,4,5
org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(String),1,1,1
"org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(String,boolean)",3,5,37
org.apache.commons.codec.language.DoubleMetaphone.encode(Object),2,1,2
org.apache.commons.codec.language.DoubleMetaphone.encode(String),1,1,1
org.apache.commons.codec.language.DoubleMetaphone.getMaxCodeLen(),1,1,1
"org.apache.commons.codec.language.DoubleMetaphone.handleAEIOUY(DoubleMetaphoneResult,int)",1,2,2
"org.apache.commons.codec.language.DoubleMetaphone.handleC(String,DoubleMetaphoneResult,int)",7,16,17
"org.apache.commons.codec.language.DoubleMetaphone.handleCC(String,DoubleMetaphoneResult,int)",1,6,6
"org.apache.commons.codec.language.DoubleMetaphone.handleCH(String,DoubleMetaphoneResult,int)",4,7,7
"org.apache.commons.codec.language.DoubleMetaphone.handleD(String,DoubleMetaphoneResult,int)",1,4,4
"org.apache.commons.codec.language.DoubleMetaphone.handleG(String,DoubleMetaphoneResult,int,boolean)",1,26,26
"org.apache.commons.codec.language.DoubleMetaphone.handleGH(String,DoubleMetaphoneResult,int)",1,16,16
"org.apache.commons.codec.language.DoubleMetaphone.handleH(String,DoubleMetaphoneResult,int)",1,4,4
"org.apache.commons.codec.language.DoubleMetaphone.handleJ(String,DoubleMetaphoneResult,int,boolean)",1,16,17
"org.apache.commons.codec.language.DoubleMetaphone.handleL(String,DoubleMetaphoneResult,int)",1,3,3
"org.apache.commons.codec.language.DoubleMetaphone.handleP(String,DoubleMetaphoneResult,int)",1,2,3
"org.apache.commons.codec.language.DoubleMetaphone.handleR(String,DoubleMetaphoneResult,int,boolean)",1,5,6
"org.apache.commons.codec.language.DoubleMetaphone.handleS(String,DoubleMetaphoneResult,int,boolean)",1,15,17
"org.apache.commons.codec.language.DoubleMetaphone.handleSC(String,DoubleMetaphoneResult,int)",1,8,8
"org.apache.commons.codec.language.DoubleMetaphone.handleT(String,DoubleMetaphoneResult,int)",1,8,9
"org.apache.commons.codec.language.DoubleMetaphone.handleW(String,DoubleMetaphoneResult,int)",1,11,11
"org.apache.commons.codec.language.DoubleMetaphone.handleX(String,DoubleMetaphoneResult,int)",1,5,6
"org.apache.commons.codec.language.DoubleMetaphone.handleZ(String,DoubleMetaphoneResult,int,boolean)",1,6,7
"org.apache.commons.codec.language.DoubleMetaphone.isDoubleMetaphoneEqual(String,String)",1,1,1
"org.apache.commons.codec.language.DoubleMetaphone.isDoubleMetaphoneEqual(String,String,boolean)",1,1,1
org.apache.commons.codec.language.DoubleMetaphone.isSilentStart(String),3,2,3
org.apache.commons.codec.language.DoubleMetaphone.isSlavoGermanic(String),1,4,4
org.apache.commons.codec.language.DoubleMetaphone.isVowel(char),1,1,1
org.apache.commons.codec.language.DoubleMetaphone.setMaxCodeLen(int),1,1,1
"org.apache.commons.codec.language.DoubleMetaphone2Test.checkDoubleMetaphone(int,boolean)",1,2,2
org.apache.commons.codec.language.DoubleMetaphone2Test.createStringEncoder(),1,1,1
org.apache.commons.codec.language.DoubleMetaphone2Test.testDoubleMetaphoneAlternate(),1,1,1
org.apache.commons.codec.language.DoubleMetaphone2Test.testDoubleMetaphonePrimary(),1,1,1
"org.apache.commons.codec.language.DoubleMetaphoneTest.assertDoubleMetaphone(String,String)",1,2,2
"org.apache.commons.codec.language.DoubleMetaphoneTest.assertDoubleMetaphoneAlt(String,String)",1,1,1
org.apache.commons.codec.language.DoubleMetaphoneTest.createStringEncoder(),1,1,1
"org.apache.commons.codec.language.DoubleMetaphoneTest.doubleMetaphoneEqualTest(String[][],boolean)",1,3,3
